Provincia;Partido;Localidad;Link Indec;Otros;0,256 Mbps;0,375 Mbps;0,5 Mbps;0,512 Mbps;0,625 Mbps;0,75 Mbps;1 Mbps;1,25 Mbps;1,5 Mbps;2 Mbps;2,2 Mbps;2,5 Mbps;3 Mbps;3,3 Mbps;3,5 Mbps;4 Mbps;4,5 Mbps;5 Mbps;6 Mbps;6,4 Mbps;7 Mbps;7,5 Mbps;8 Mbps;9 Mbps;10 Mbps;10,2 Mbps;11 Mbps;12 Mbps;12,3 Mbps;13 Mbps;14 Mbps;15 Mbps;16 Mbps;17 Mbps;18 Mbps;20 Mbps;20,5 Mbps;21 Mbps;22 Mbps;23 Mbps;24 Mbps;25 Mbps;25,1 Mbps;25,5 Mbps;26 Mbps;27 Mbps;30 Mbps;31 Mbps;32 Mbps;34 Mbps;35 Mbps;36 Mbps;38 Mbps;39 Mbps;40 Mbps;41 Mbps;45 Mbps;46 Mbps;48 Mbps;49 Mbps;50 Mbps;50,1 Mbps;50,25 Mbps;51 Mbps;55 Mbps;58 Mbps;59 Mbps;60 Mbps;61 Mbps;62 Mbps;64 Mbps;65 Mbps;66 Mbps;70 Mbps;75 Mbps;78 Mbps;80 Mbps;83 Mbps;85 Mbps;90 Mbps;92 Mbps;95 Mbps;100 Mbps;100,25 Mbps;110 Mbps;120 Mbps;122 Mbps;125 Mbps;126 Mbps;130 Mbps;140 Mbps;150 Mbps;157 Mbps;158 Mbps;160 Mbps;164 Mbps;165 Mbps;180 Mbps;200 Mbps;212 Mbps;220 Mbps;225 Mbps;234 Mbps;240 Mbps;250 Mbps;256 Mbps;275 Mbps;300 Mbps;320 Mbps;325 Mbps;330 Mbps;340 Mbps;400 Mbps;450 Mbps;480 Mbps;500 Mbps;512 Mbps;520 Mbps;540 Mbps;600 Mbps;680 Mbps;700 Mbps;800 Mbps;850 Mbps;900 Mbps;950 Mbps;1000 Mbps;1024 Mbps;Total general
BUENOS AIRES;Bahía Blanc;General Daniel Cerri  (Est. General Cerri);6056030;;;;;;;2 ;;;;;;;;;24 ;;;;11 ;;;;48 ;;2 ;;;;;;;300 ;;;;3 ;;;;;;;;;;;1 ;;;;;;;;;;;;;;75 ;;;;;;;;;;;;;;;;;;;;;;735 ;;;;;;;;;;;;;;;;;;;;;;;;;633 ;;;;;;;;37 ;;;;;;;;;;;2 ;;1.873 
BUENOS AIRES;Bahía Blanc;Ingeniero White;6056020;8 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9 
BUENOS AIRES;Balcarce;Balcarce;6063010;9 ;;;;;;24 ;;;;98 ;;;;;310 ;;;;327 ;;;;795 ;;249 ;;;1 ;;;;611 ;;;;3 ;;;;;;;;;;;25 ;;;;;;;;;;;;;;1.754 ;;;;;;;;;;;;;;;;;;;;;;5.977 ;;;;;;;;;;;;;;;;;;;;;;;;;3.234 ;;;;;;;;107 ;;;;;;;;;;;6 ;;13.530 
BUENOS AIRES;Balcarce;Los Pinos;6063020;5 ;;;;;;;;;;5 ;;;;;;;;;17 ;;;;;;12 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;39 
BUENOS AIRES;Balcarce;Napaleof�;6063030;;;;;;;;38 ;;;;;;23 ;;;;;;;;;;;;27 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;88 
BUENOS AIRES;Balcarce;Ramos Otero;6063040;;;;;;;;8 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8 
BUENOS AIRES;Balcarce;San Agustí;6063050;24 ;;;;;;;;;;8 ;;;;;;;;;25 ;;;;;;18 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;75 
BUENOS AIRES;Balcarce;Villa Laguna La Brava;6063060;;;;;;;;;;;1 ;;;;;;;;;18 ;;;;1 ;;15 ;;;;;;;4 ;;;;1 ;;;;;;;;;;;2 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;42 
BUENOS AIRES;Baradero;Baradero;6070010;;;;1 ;;;;48 ;;;;;;1.001 ;;;;;1 ;604 ;;;;1 ;;770 ;;;;;;;66 ;;;;41 ;;;;;;;;;;;4 ;;;;;;;;;;;;;;492 ;;;;;;;;;;;;;;;;;;;;;;4.033 ;;;;;;;;;;;;;;;;;;;;;;;;;2.302 ;;;;;;;;57 ;;;;;;;;;;;2 ;;9.423 
BUENOS AIRES;Baradero;Irineo Portela;6070020;1 ;;;;;;;;;;;;;76 ;;;;;;;;;;;;1 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;78 
BUENOS AIRES;Baradero;Santa Coloma;6070030;;;;;;;;;;;;;;53 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;53 
BUENOS AIRES;Baradero;Villa Alsina  (Est. Alsina);6070040;;;;;;;;;;;;;;153 ;;;;;;12 ;;;;;;85 ;;;;;;;18 ;;;;2 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;270 
BUENOS AIRES;Benito Juáre;Barker;6084010;2 ;;;1 ;;;;20 ;;;;;;78 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;101 
BUENOS AIRES;Benito Juáre;Benito Juárez  (Est. Juáre;6084020;4 ;;;1 ;;;;;;;;;;;;59 ;;;;;;;;428 ;;59 ;;;1 ;;;;914 ;;;;;;;;;;;;;;;32 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.498 
BUENOS AIRES;Benito Juáre;Lópe;6084030;;;;;;;;;;;;;;12 ;;;;;;;;;;;;9 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21 
BUENOS AIRES;Benito Juáre;Villa Cacique  (Est. Alfredo Fortabat);6084050;;;;1 ;;;;50 ;;;43 ;;;24 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;118 
BUENOS AIRES;Berazategui;Berazategui;6091010;17 ;;;11 ;;;22 ;26 ;;;2 ;;;5 ;;75 ;34 ;;5 ;29 ;;;;108 ;;637 ;;;;;;;1.422 ;;;;40 ;;;;;;31 ;;;;;6.361 ;;;;;;;;;;;;;;12.580 ;;;;;;;3.942 ;;;;;;;843 ;;;;;;;;9.174 ;;;;;;;;;2.667 ;;;;;;;;;;;;;;;;4.511 ;;;;;;;;665 ;;;;;;;;;;;382 ;;43.589 
BUENOS AIRES;Berazategui;Berazategui Oeste;6091010;;;;11 ;;;3 ;;;;;;;;;2 ;;;;54 ;;;;;;22 ;;;;;;;2 ;;;;100 ;;;;;;;;;;;;;;;;;;;;;;;;;11.266 ;;;;;;;26 ;;;;;;;5 ;;;;;;;;3.402 ;;;;;;;;;17 ;;;;;;;;;;;;;;;;417 ;;;;;;;;6 ;;;;;;;;;;;2 ;;15.335 
BUENOS AIRES;Berazategui;Carlos Tomás Sourigue;6091010;;;;;;;;;;;;;;;;2 ;;;1 ;;;;;7 ;;38 ;;;;;;;8 ;;;;;;;;;;4 ;;;;;190 ;;;;;;;;;;;;;;1.053 ;;;;;;;439 ;;;;;;;81 ;;;;;;;;744 ;;;;;;;;;335 ;;;;;;;7 ;;;;;;;;;148 ;;;;;;;;22 ;;;;;;;;;;;36 ;;3.115 
BUENOS AIRES;Berazategui;Centro Agrícola El Pat;6091010;;;;;;;;8 ;;;5 ;;;3 ;;;2 ;;1.969 ;3 ;;;;;;68 ;;;;;;;17 ;;;;;;;;;;1 ;;;;;;;;;;;;;;;;;;;15 ;;;;;;;659 ;;;;;;;84 ;;;;;;;;168 ;;;;;;;;;261 ;;;;;;;48 ;;;;;;;;;87 ;;;;;;;;30 ;;;;;;;;;;;69 ;;3.497 
BUENOS AIRES;Berazategui;Guillermo E. Hudson;6091010;2 ;;;;;;4 ;1 ;;;1 ;;;2 ;;23 ;;;4 ;7 ;;;;31 ;;229 ;;;;;;;28 ;;;;15 ;;;;;;36 ;;;;;2.354 ;;;;;;;;;;;;;;5.149 ;;;;;;;1.391 ;;;;;;;349 ;;;;;;;;3.211 ;;;;;;;;;939 ;;;;;;;12 ;;;;;;;;;1.297 ;;;;;;;;412 ;;;;;;;;;;;133 ;;15.630 
BUENOS AIRES;Berazategui;Juan María Gutierre;6091010;;;;;;;10 ;7 ;;;8 ;;;49 ;;77 ;;;;38 ;;;;97 ;;33 ;;;;;;;318 ;;;;29 ;;;;;;1 ;;;;;2 ;;;;;;;;;;;;;;2.215 ;;;;;;;473 ;;;;;;;65 ;;;;;;;;1.417 ;;;;;;;;;294 ;;;;;;;;;;;;;;;;529 ;;;;;;;;174 ;;;;;;;;;;;45 ;;5.881 
BUENOS AIRES;Berazategui;Pereyra;6091010;;;;;;;;;;;;;;;;4 ;;;;;;;;2 ;;;;;;;;;3 ;;;;;;;;;;;;;;;310 ;;;;;;;;;;;;;;28 ;;;;;;;1 ;;;;;;;;;;;;;;;103 ;;;;;;;;;1 ;;;;;;;;;;;;;;;;90 ;;;;;;;;19 ;;;;;;;;;;;;;561 
BUENOS AIRES;Berazategui;Plátano;6091010;3 ;;;;;;;1 ;;;;;;;;;;;1 ;1 ;;;;;;55 ;;;;;;;;;;;7 ;;;;;;2 ;;;;;;;;;;;;;;;;;;;1.606 ;;;;;;;616 ;;;;;;;142 ;;;;;;;;925 ;;;;;;;;;458 ;;;;;;;;;;;;;;;;181 ;;;;;;;;57 ;;;;;;;;;;;79 ;;4.134 
BUENOS AIRES;Berazategui;Ranelagh;6091010;;;;1 ;;;7 ;4 ;;;;;;;;20 ;;;;42 ;;;;2 ;;93 ;;;;;;;8 ;;;;27 ;;;;;;5 ;;;;;5.756 ;;;;;;;;;;;;;;1.136 ;;;;;;;726 ;;;;;;;157 ;;;;;;;;1.222 ;;;;;;;;;539 ;;1 ;;;;;37 ;;;;;;;;;439 ;;;;;;;;93 ;;;;;;;;;;;74 ;;10.389 
BUENOS AIRES;Berazategui;Villa Españ;6091010;;;;1 ;;;;;;;;;;;;;;;;;;;;;;77 ;;;;;;;;;;;1 ;;;;;;1 ;;;;;;;;;;;;;;;;;;;1.487 ;;;;;;;315 ;;;;;;;64 ;;;;;;;;844 ;;;;;;;;;217 ;;;;;;;;;;;;;;;;279 ;;;;;;;;27 ;;;;;;;;;;;30 ;;3.343 
BUENOS AIRES;Berisso;Barrio El Carmen (Este);6098010;170 ;;;;;;;;;;;;;;;;;;;28 ;;;;9 ;;3 ;;;;;;;115 ;;;;14 ;;;;;;;;;;;20 ;;;;;;;;;;;;;;8 ;;;;;;;;;;;;;;;;;;;;;;15 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;382 
BUENOS AIRES;Berisso;Berisso;6098010;4 ;;;8 ;;;131 ;3 ;;;;;;4 ;;1.565 ;;;;275 ;;;;1.351 ;;46 ;;;88 ;;;;1.150 ;;;;25 ;;;;;;6.266 ;;;;;10 ;;;;;;;;;;;;;;1.386 ;;;;;;;;;;;;;;;;;;;;;;5.417 ;;;;;;;;;;;;;;;;;;;;;;4 ;;;5.838 ;;;;;;;;706 ;;;;;;;;;;;2 ;;24.279 
BUENOS AIRES;Berisso;Villa Arguello;6098010;172 ;;;;;;;;;;;;;;;;;;;28 ;;;;8 ;;2 ;;;;;;;115 ;;;;14 ;;;;;;;;;;;20 ;;;;;;;;;;;;;;8 ;;;;;;;;;;;;;;;;;;;;;;15 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;382 
BUENOS AIRES;Berisso;Villa Nueva;6098010;172 ;;;;;;;;;;;;;;;;;;;28 ;;;;8 ;;2 ;;;;;;;115 ;;;;14 ;;;;;;;;;;;20 ;;;;;;;;;;;;;;8 ;;;;;;;;;;;;;;;;;;;;;;15 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;382 
BUENOS AIRES;Berisso;Villa Progreso;6098010;167 ;;;;;;;;;;;;;;;;;;;28 ;;;;8 ;;2 ;;;;;;;116 ;;;;15 ;;;;;;;;;;;21 ;;;;;;;;;;;;;;9 ;;;;;;;;;;;;;;;;;;;;;;16 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;382 
BUENOS AIRES;Bolíva;Hale;6105010;;;;;;;;;;;;;;;;;;;;;;;;;;10 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10 
BUENOS AIRES;Bolíva;OTROS;Sin Datos;;;;;;;;;;;;;;;;1 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2 
BUENOS AIRES;Bolíva;Pirovano;6105050;50 ;;;;;;;;;;;;;;;;;;;45 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;95 
BUENOS AIRES;Bolíva;San Carlos de Bolívar  (Est. Bolíva;6105060;1 ;;;;;;13 ;;;;;;;;;347 ;;;2 ;;;;;403 ;;22 ;;;;;;;462 ;;;;3 ;;;;;;;;;;;;;;;;;;;;;;;;;468 ;;;;;;;;;;;;;;;;;;;;;;3.299 ;;;;;;;;;;;;;;;;;;;;;;;;;1.312 ;;;;;;;;41 ;;;;;;;;;;;3 ;;6.376 
BUENOS AIRES;Bolíva;Urdampilleta;6105070;;;;;;;;;;;;;;;;;;;;71 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;2 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;73 
BUENOS AIRES;Bragado;Bragado;6112010;;;;;;;15 ;1 ;;;93 ;;;125 ;;141 ;;;;;;;;232 ;;25 ;;;;;;;293 ;;;;2 ;;;;;;21 ;;;;;8 ;;;;;;;;;;;;;;562 ;;;;;;;;;;;;;;;;;;;;;;2.063 ;;;;;;;;;;;;;;;;;;;;;;;;;1.521 ;;;;;;;;75 ;;;;;;;;;;;2 ;;5.179 
BUENOS AIRES;Bragado;Comodoro Py;6112020;;;;;;;;;;;;;;154 ;;;;;;44 ;;;;;;22 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2 ;;;;;;;;;;;;;;;;;;;;;;;;;1 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;223 
BUENOS AIRES;Bragado;General O'Brien;6112030;;;;;;;;;;;321 ;;;;;;83 ;;36 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;440 
BUENOS AIRES;Bragado;Irala;6112040;;;;;;;;;;;;;;;;;;;24 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24 
BUENOS AIRES;Bragado;Mechita (Est. Mecha);6112070;;;;;;;;;;;;;;10 ;;;;;15 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26 
BUENOS AIRES;Bragado;Olascoaga;6112080;;;;;;;;;;;;;;21 ;;;;;;6 ;;;;;;3 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;39 
BUENOS AIRES;Bragado;Warnes;6112090;;;;;;;;;;;;;;151 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;151 
BUENOS AIRES;Brandsen;Coronel Brandsen;6119050;3 ;;;;;;7 ;5 ;;;27 ;;;46 ;;311 ;1 ;;149 ;;;;;580 ;;638 ;;;;;112 ;;1.046 ;;;;13 ;;;;15 ;;;;;;;3 ;;;;;;;;924 ;;;;;;112 ;;;;;;;;;;;;;92 ;;;;;14 ;;;;78 ;;;;;;;;;;;;;;;;;;;;;;;;;303 ;;;;;;;;12 ;;;;;;;;;;;;;4.491 
BUENOS AIRES;Brandsen;Jeppener;6119070;7 ;;;;;;;23 ;;;45 ;;;44 ;;;;;378 ;;;;;69 ;;110 ;;;;;;;;;;;1 ;;;;;;;;;;;1 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;678 
BUENOS AIRES;Campana;Alto Los Cardales;6126010;;;;;;;;;;;35 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24 ;;;;;;;;;;;;;;;;15 ;;;;;;;;;;;;;;;;;67 ;;;;;;;;;;;;;141 
BUENOS AIRES;Campana;Barrio Los Pioneros;6126020;;;;;;;;;;;40 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40 
BUENOS AIRES;Campana;Campana;6126030;9 ;;;1 ;;;;123 ;;;2 ;;;265 ;;;;;7 ;433 ;;;;1 ;;1.182 ;;;;;;;160 ;;;;239 ;;;;;;915 ;;;;;37 ;;;;;;;;;;;;;;1.329 ;;;;;;;1.579 ;;;;;;;343 ;;;;;;;;11.917 ;;;103 ;;;;;;707 ;;;;;;;2.031 ;;;;;;129 ;;;7.497 ;;;;;;;;410 ;;;;;;;;;;1 ;140 ;;29.560 
BUENOS AIRES;Campana;Chacras Del Río Luj�;6126035;;;;;;;;;;;41 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;41 
BUENOS AIRES;Campana;Lomas del Río Luján (Est. Río Luj;6126040;;;;;;;;;;;;;;;;;;;;;;;;;;3 ;;;;;;;;;;;;;;;;;1 ;;;;;;;;;;;;;;;;;;;;;;;;;;17 ;;;;;;;1 ;;;;;;;;16 ;;;;;;;;;11 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1 ;;50 
BUENOS AIRES;Cañuela;Alejandro Petió;6134010;4 ;;;;;;16 ;;;;;;;;;106 ;;;;;;;;36 ;;41 ;;;;;;;48 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;82 ;;;;;;;30 ;;;;;;;25 ;;;;;;;;310 ;;;;;;;;;41 ;;;;;;;;;;;;;;;;313 ;;;;;;;;29 ;;;;;;;;;;;27 ;;1.108 
BUENOS AIRES;Cañuela;Barrio Belgrano-Máximo Pa;6134030;;;;;;;;;;;;;;;;;;;;;;;;;;48 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48 
BUENOS AIRES;Cañuela;Barrio El Taladro;6134020;;;;;;;;;;;;;;;;;;;;;;;;;;167 ;;;;;;;;;;;23 ;;;;;;;;;;;1 ;;;;;;;;;;;;;;9 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;200 
BUENOS AIRES;Cañuela;Cañuela;6134030;2 ;;;;1 ;;19 ;;;;;;;1 ;;302 ;;;2 ;1 ;;;;310 ;;529 ;;;;;;;611 ;;;;1.431 ;;;;;;1 ;;;;;18 ;;;;;;;;;;;;;;1.212 ;;;;;;;26 ;;;;;;;7 ;;;;;;;;2.374 ;;;;;;;;;5 ;;;;;;;;;;;;;;;;2.227 ;;;;;;;;83 ;;;;;;;;;;;7 ;;9.169 
BUENOS AIRES;Cañuela;Gobernador Udaondo;6134040;;;;;;;;;;;;;;;;;;;;;;;;;;20 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20 
BUENOS AIRES;Cañuela;Máximo Pa;6134050;1 ;;;;;;;;;;;;;;;;;;8 ;100 ;;;;;;263 ;;;;;;;;;;;2 ;;;;;;9 ;;;;;1 ;;;;;;;;;;;;;;36 ;;;;;;;928 ;;;;;;;203 ;;;;;;;;671 ;;;;;;;;;484 ;;;;;;;59 ;;;;;;;;;132 ;;;;;;;;35 ;;;;;;;;;;;85 ;;3.017 
BUENOS AIRES;Cañuela;Santa Rosa;6134060;;;;2 ;;;;;;;;;;;;;;;;115 ;;;;;;118 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;235 
BUENOS AIRES;Cañuela;Uribelarrea;6134070;;;;;;;;;;;;;;;;;;;80 ;12 ;;12 ;;17 ;;618 ;;;;;;;56 ;;;;40 ;;;;;;;;;;;4 ;;;;;;;;1 ;;;;;;47 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;887 
BUENOS AIRES;Cañuela;Vicente Casares;6134080;;;;;;;7 ;;;;;;;;;55 ;;;;;;;;29 ;;25 ;;;;;;;136 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;252 
BUENOS AIRES;Capitán Sarmient;Capitán Sarmient;6140010;;;;;;;;;;;;;;89 ;;20 ;;;1 ;;;;;70 ;;299 ;;;;;;;92 ;;;;2 ;;;;;;47 ;;;;;3 ;;;;;;;;;;;;;;731 ;;;;;;;;;;;;;;;;;;;;;;2.565 ;;;;;;;;;;;;;;;;;;;;;;;;;377 ;;;;;;;;16 ;;;;;;;;;;;1 ;;4.313 
BUENOS AIRES;Capitán Sarmient;La Luisa;6140020;;;;;;;;;;;;;;44 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44 
BUENOS AIRES;Carlos Casares;Cadret;6147020;;;;;;;;5 ;;;;;;;;;;;;18 ;;;;19 ;;;;;7 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49 
BUENOS AIRES;Carlos Casares;Carlos Casares;6147030;;;;1 ;;;5 ;65 ;;;;;;;;157 ;;;;1.133 ;;;;1.263 ;;;;;509 ;;;;765 ;;;;;;;;;;;;;;;2 ;;;;;;;;;;;;;;264 ;;;;;;;;;;;;;;;;;;;;;;600 ;;;;;;;;;;;;;;;;;;;;;;;;;663 ;;;;;;;;44 ;;;;;;;;;;;1 ;;5.472 
BUENOS AIRES;Carlos Casares;La Sofí;6147060;;;;;;;;1 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1 
BUENOS AIRES;Carlos Casares;Mauricio Hirsch;6147070;;;;;;;;;;;;;;;;;;;;20 ;;;;19 ;;;;;8 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47 
BUENOS AIRES;Carlos Casares;Moctezuma;6147080;;;;;;;;;;;;;;108 ;;;;;53 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;161 
BUENOS AIRES;Carlos Casares;Santo Tomá;6147095;;;;;;;;1 ;;;;;;;;;;;;17 ;;;;16 ;;;;;10 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44 
BUENOS AIRES;Carlos Casares;Smith;6147100;;;;;;;;;;;;;;166 ;;;;;24 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;190 
BUENOS AIRES;Carlos Tejedor;Carlos Tejedor;6154010;1 ;;;;;;;39 ;;;210 ;;;1.356 ;;6 ;;;9 ;153 ;;31 ;;2 ;;1 ;;;;;;;8 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.816 
